"TIME","GEO","UNIT","INDX","COICOP","Value","Flag and Footnotes"
"2013M11","Belgium","Index, 2015=100","Harmonised index of consumer prices","Beer","93.64",""
"2013M11","Bulgaria","Index, 2015=100","Harmonised index of consumer prices","Beer","98.16",""
"2013M11","Czechia","Index, 2015=100","Harmonised index of consumer prices","Beer","98.0",""
"2013M11","Denmark","Index, 2015=100","Harmonised index of consumer prices","Beer","108.8",""
"2013M11","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Harmonised index of consumer prices","Beer","96.9",""
"2013M11","Estonia","Index, 2015=100","Harmonised index of consumer prices","Beer","91.28",""
"2013M11","Ireland","Index, 2015=100","Harmonised index of consumer prices","Beer","101.1",""
"2013M11","Greece","Index, 2015=100","Harmonised index of consumer prices","Beer","98.21",""
"2013M11","Spain","Index, 2015=100","Harmonised index of consumer prices","Beer","97.39",""
"2013M11","France","Index, 2015=100","Harmonised index of consumer prices","Beer","101.72",""
"2013M11","Croatia","Index, 2015=100","Harmonised index of consumer prices","Beer","96.13",""
"2013M11","Italy","Index, 2015=100","Harmonised index of consumer prices","Beer","98.4",""
"2013M11","Cyprus","Index, 2015=100","Harmonised index of consumer prices","Beer","95.34",""
"2013M11","Latvia","Index, 2015=100","Harmonised index of consumer prices","Beer","92.33",""
"2013M11","Lithuania","Index, 2015=100","Harmonised index of consumer prices","Beer","100.35",""
"2013M11","Luxembourg","Index, 2015=100","Harmonised index of consumer prices","Beer","97.92",""
"2013M11","Hungary","Index, 2015=100","Harmonised index of consumer prices","Beer","102.85",""
"2013M11","Malta","Index, 2015=100","Harmonised index of consumer prices","Beer","98.41",""
"2013M11","Netherlands","Index, 2015=100","Harmonised index of consumer prices","Beer","99.37",""
"2013M11","Austria","Index, 2015=100","Harmonised index of consumer prices","Beer","95.78",""
"2013M11","Poland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.8",""
"2013M11","Portugal","Index, 2015=100","Harmonised index of consumer prices","Beer","94.32",""
"2013M11","Romania","Index, 2015=100","Harmonised index of consumer prices","Beer","98.42",""
"2013M11","Slovenia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.06",""
"2013M11","Slovakia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.64",""
"2013M11","Finland","Index, 2015=100","Harmonised index of consumer prices","Beer","98.94",""
"2013M11","Sweden","Index, 2015=100","Harmonised index of consumer prices","Beer","93.96",""
"2013M11","United Kingdom","Index, 2015=100","Harmonised index of consumer prices","Beer","102.5",""
"2013M11","Iceland","Index, 2015=100","Harmonised index of consumer prices","Beer","98.36",""
"2013M11","Norway","Index, 2015=100","Harmonised index of consumer prices","Beer","97.2",""
"2013M11","Switzerland","Index, 2015=100","Harmonised index of consumer prices","Beer","102.50",""
"2013M11","Turkey","Index, 2015=100","Harmonised index of consumer prices","Beer","79.06","d"
"2013M12","Belgium","Index, 2015=100","Harmonised index of consumer prices","Beer","93.52",""
"2013M12","Bulgaria","Index, 2015=100","Harmonised index of consumer prices","Beer","98.85",""
"2013M12","Czechia","Index, 2015=100","Harmonised index of consumer prices","Beer","98.6",""
"2013M12","Denmark","Index, 2015=100","Harmonised index of consumer prices","Beer","107.8",""
"2013M12","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Harmonised index of consumer prices","Beer","97.2",""
"2013M12","Estonia","Index, 2015=100","Harmonised index of consumer prices","Beer","91.01",""
"2013M12","Ireland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.6",""
"2013M12","Greece","Index, 2015=100","Harmonised index of consumer prices","Beer","99.66",""
"2013M12","Spain","Index, 2015=100","Harmonised index of consumer prices","Beer","97.45",""
"2013M12","France","Index, 2015=100","Harmonised index of consumer prices","Beer","101.60",""
"2013M12","Croatia","Index, 2015=100","Harmonised index of consumer prices","Beer","95.29",""
"2013M12","Italy","Index, 2015=100","Harmonised index of consumer prices","Beer","98.8",""
"2013M12","Cyprus","Index, 2015=100","Harmonised index of consumer prices","Beer","93.64",""
"2013M12","Latvia","Index, 2015=100","Harmonised index of consumer prices","Beer","93.33",""
"2013M12","Lithuania","Index, 2015=100","Harmonised index of consumer prices","Beer","100.61",""
"2013M12","Luxembourg","Index, 2015=100","Harmonised index of consumer prices","Beer","96.57",""
"2013M12","Hungary","Index, 2015=100","Harmonised index of consumer prices","Beer","101.83",""
"2013M12","Malta","Index, 2015=100","Harmonised index of consumer prices","Beer","98.92",""
"2013M12","Netherlands","Index, 2015=100","Harmonised index of consumer prices","Beer","97.92",""
"2013M12","Austria","Index, 2015=100","Harmonised index of consumer prices","Beer","95.72",""
"2013M12","Poland","Index, 2015=100","Harmonised index of consumer prices","Beer","101.0",""
"2013M12","Portugal","Index, 2015=100","Harmonised index of consumer prices","Beer","93.05",""
"2013M12","Romania","Index, 2015=100","Harmonised index of consumer prices","Beer","98.55",""
"2013M12","Slovenia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.08",""
"2013M12","Slovakia","Index, 2015=100","Harmonised index of consumer prices","Beer","101.07",""
"2013M12","Finland","Index, 2015=100","Harmonised index of consumer prices","Beer","99.01",""
"2013M12","Sweden","Index, 2015=100","Harmonised index of consumer prices","Beer","93.73",""
"2013M12","United Kingdom","Index, 2015=100","Harmonised index of consumer prices","Beer","101.3",""
"2013M12","Iceland","Index, 2015=100","Harmonised index of consumer prices","Beer","98.34",""
"2013M12","Norway","Index, 2015=100","Harmonised index of consumer prices","Beer","97.1",""
"2013M12","Switzerland","Index, 2015=100","Harmonised index of consumer prices","Beer","102.60",""
"2013M12","Turkey","Index, 2015=100","Harmonised index of consumer prices","Beer","79.21","d"
"2014M01","Belgium","Index, 2015=100","Harmonised index of consumer prices","Beer","94.16",""
"2014M01","Bulgaria","Index, 2015=100","Harmonised index of consumer prices","Beer","99.16",""
"2014M01","Czechia","Index, 2015=100","Harmonised index of consumer prices","Beer","101.1",""
"2014M01","Denmark","Index, 2015=100","Harmonised index of consumer prices","Beer","106.3",""
"2014M01","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Harmonised index of consumer prices","Beer","97.9",""
"2014M01","Estonia","Index, 2015=100","Harmonised index of consumer prices","Beer","93.60",""
"2014M01","Ireland","Index, 2015=100","Harmonised index of consumer prices","Beer","105.2",""
"2014M01","Greece","Index, 2015=100","Harmonised index of consumer prices","Beer","100.71",""
"2014M01","Spain","Index, 2015=100","Harmonised index of consumer prices","Beer","97.54",""
"2014M01","France","Index, 2015=100","Harmonised index of consumer prices","Beer","101.51",""
"2014M01","Croatia","Index, 2015=100","Harmonised index of consumer prices","Beer","96.19",""
"2014M01","Italy","Index, 2015=100","Harmonised index of consumer prices","Beer","99.0",""
"2014M01","Cyprus","Index, 2015=100","Harmonised index of consumer prices","Beer","99.00",""
"2014M01","Latvia","Index, 2015=100","Harmonised index of consumer prices","Beer","98.97",""
"2014M01","Lithuania","Index, 2015=100","Harmonised index of consumer prices","Beer","101.88",""
"2014M01","Luxembourg","Index, 2015=100","Harmonised index of consumer prices","Beer","97.44",""
"2014M01","Hungary","Index, 2015=100","Harmonised index of consumer prices","Beer","103.62",""
"2014M01","Malta","Index, 2015=100","Harmonised index of consumer prices","Beer","98.94",""
"2014M01","Netherlands","Index, 2015=100","Harmonised index of consumer prices","Beer","102.43",""
"2014M01","Austria","Index, 2015=100","Harmonised index of consumer prices","Beer","95.55",""
"2014M01","Poland","Index, 2015=100","Harmonised index of consumer prices","Beer","101.2",""
"2014M01","Portugal","Index, 2015=100","Harmonised index of consumer prices","Beer","93.79",""
"2014M01","Romania","Index, 2015=100","Harmonised index of consumer prices","Beer","99.05",""
"2014M01","Slovenia","Index, 2015=100","Harmonised index of consumer prices","Beer","98.94",""
"2014M01","Slovakia","Index, 2015=100","Harmonised index of consumer prices","Beer","102.52",""
"2014M01","Finland","Index, 2015=100","Harmonised index of consumer prices","Beer","102.85",""
"2014M01","Sweden","Index, 2015=100","Harmonised index of consumer prices","Beer","96.10",""
"2014M01","United Kingdom","Index, 2015=100","Harmonised index of consumer prices","Beer","107.4",""
"2014M01","Iceland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.44",""
"2014M01","Norway","Index, 2015=100","Harmonised index of consumer prices","Beer","97.7",""
"2014M01","Switzerland","Index, 2015=100","Harmonised index of consumer prices","Beer","102.20",""
"2014M01","Turkey","Index, 2015=100","Harmonised index of consumer prices","Beer","86.12","d"
"2014M02","Belgium","Index, 2015=100","Harmonised index of consumer prices","Beer","94.72",""
"2014M02","Bulgaria","Index, 2015=100","Harmonised index of consumer prices","Beer","99.09",""
"2014M02","Czechia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.4",""
"2014M02","Denmark","Index, 2015=100","Harmonised index of consumer prices","Beer","106.9",""
"2014M02","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Harmonised index of consumer prices","Beer","97.7",""
"2014M02","Estonia","Index, 2015=100","Harmonised index of consumer prices","Beer","94.88",""
"2014M02","Ireland","Index, 2015=100","Harmonised index of consumer prices","Beer","105.7",""
"2014M02","Greece","Index, 2015=100","Harmonised index of consumer prices","Beer","101.40",""
"2014M02","Spain","Index, 2015=100","Harmonised index of consumer prices","Beer","97.99",""
"2014M02","France","Index, 2015=100","Harmonised index of consumer prices","Beer","101.68",""
"2014M02","Croatia","Index, 2015=100","Harmonised index of consumer prices","Beer","96.48",""
"2014M02","Italy","Index, 2015=100","Harmonised index of consumer prices","Beer","99.2",""
"2014M02","Cyprus","Index, 2015=100","Harmonised index of consumer prices","Beer","100.63",""
"2014M02","Latvia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.35",""
"2014M02","Lithuania","Index, 2015=100","Harmonised index of consumer prices","Beer","105.84",""
"2014M02","Luxembourg","Index, 2015=100","Harmonised index of consumer prices","Beer","95.60",""
"2014M02","Hungary","Index, 2015=100","Harmonised index of consumer prices","Beer","103.44",""
"2014M02","Malta","Index, 2015=100","Harmonised index of consumer prices","Beer","99.50",""
"2014M02","Netherlands","Index, 2015=100","Harmonised index of consumer prices","Beer","102.57",""
"2014M02","Austria","Index, 2015=100","Harmonised index of consumer prices","Beer","95.49",""
"2014M02","Poland","Index, 2015=100","Harmonised index of consumer prices","Beer","101.1",""
"2014M02","Portugal","Index, 2015=100","Harmonised index of consumer prices","Beer","92.81",""
"2014M02","Romania","Index, 2015=100","Harmonised index of consumer prices","Beer","99.31",""
"2014M02","Slovenia","Index, 2015=100","Harmonised index of consumer prices","Beer","98.50",""
"2014M02","Slovakia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.66",""
"2014M02","Finland","Index, 2015=100","Harmonised index of consumer prices","Beer","103.01",""
"2014M02","Sweden","Index, 2015=100","Harmonised index of consumer prices","Beer","96.34",""
"2014M02","United Kingdom","Index, 2015=100","Harmonised index of consumer prices","Beer","105.4",""
"2014M02","Iceland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.36",""
"2014M02","Norway","Index, 2015=100","Harmonised index of consumer prices","Beer","98.2",""
"2014M02","Switzerland","Index, 2015=100","Harmonised index of consumer prices","Beer","103.40",""
"2014M02","Turkey","Index, 2015=100","Harmonised index of consumer prices","Beer","86.79","d"
"2014M03","Belgium","Index, 2015=100","Harmonised index of consumer prices","Beer","95.43",""
"2014M03","Bulgaria","Index, 2015=100","Harmonised index of consumer prices","Beer","98.55",""
"2014M03","Czechia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.3",""
"2014M03","Denmark","Index, 2015=100","Harmonised index of consumer prices","Beer","104.9",""
"2014M03","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Harmonised index of consumer prices","Beer","98.5",""
"2014M03","Estonia","Index, 2015=100","Harmonised index of consumer prices","Beer","93.28",""
"2014M03","Ireland","Index, 2015=100","Harmonised index of consumer prices","Beer","104.5",""
"2014M03","Greece","Index, 2015=100","Harmonised index of consumer prices","Beer","102.85",""
"2014M03","Spain","Index, 2015=100","Harmonised index of consumer prices","Beer","98.41",""
"2014M03","France","Index, 2015=100","Harmonised index of consumer prices","Beer","101.20",""
"2014M03","Croatia","Index, 2015=100","Harmonised index of consumer prices","Beer","96.66",""
"2014M03","Italy","Index, 2015=100","Harmonised index of consumer prices","Beer","98.7",""
"2014M03","Cyprus","Index, 2015=100","Harmonised index of consumer prices","Beer","102.62",""
"2014M03","Latvia","Index, 2015=100","Harmonised index of consumer prices","Beer","95.22",""
"2014M03","Lithuania","Index, 2015=100","Harmonised index of consumer prices","Beer","105.71",""
"2014M03","Luxembourg","Index, 2015=100","Harmonised index of consumer prices","Beer","95.80",""
"2014M03","Hungary","Index, 2015=100","Harmonised index of consumer prices","Beer","103.45",""
"2014M03","Malta","Index, 2015=100","Harmonised index of consumer prices","Beer","99.68",""
"2014M03","Netherlands","Index, 2015=100","Harmonised index of consumer prices","Beer","102.49",""
"2014M03","Austria","Index, 2015=100","Harmonised index of consumer prices","Beer","96.50",""
"2014M03","Poland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.9",""
"2014M03","Portugal","Index, 2015=100","Harmonised index of consumer prices","Beer","92.80",""
"2014M03","Romania","Index, 2015=100","Harmonised index of consumer prices","Beer","99.39",""
"2014M03","Slovenia","Index, 2015=100","Harmonised index of consumer prices","Beer","98.15",""
"2014M03","Slovakia","Index, 2015=100","Harmonised index of consumer prices","Beer","101.45",""
"2014M03","Finland","Index, 2015=100","Harmonised index of consumer prices","Beer","103.13",""
"2014M03","Sweden","Index, 2015=100","Harmonised index of consumer prices","Beer","96.24",""
"2014M03","United Kingdom","Index, 2015=100","Harmonised index of consumer prices","Beer","103.4",""
"2014M03","Iceland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.27",""
"2014M03","Norway","Index, 2015=100","Harmonised index of consumer prices","Beer","99.5",""
"2014M03","Switzerland","Index, 2015=100","Harmonised index of consumer prices","Beer","99.50",""
"2014M03","Turkey","Index, 2015=100","Harmonised index of consumer prices","Beer","86.80","d"
"2014M04","Belgium","Index, 2015=100","Harmonised index of consumer prices","Beer","95.98",""
"2014M04","Bulgaria","Index, 2015=100","Harmonised index of consumer prices","Beer","97.67",""
"2014M04","Czechia","Index, 2015=100","Harmonised index of consumer prices","Beer","97.7",""
"2014M04","Denmark","Index, 2015=100","Harmonised index of consumer prices","Beer","102.9",""
"2014M04","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Harmonised index of consumer prices","Beer","98.7",""
"2014M04","Estonia","Index, 2015=100","Harmonised index of consumer prices","Beer","94.05",""
"2014M04","Ireland","Index, 2015=100","Harmonised index of consumer prices","Beer","103.6",""
"2014M04","Greece","Index, 2015=100","Harmonised index of consumer prices","Beer","100.50",""
"2014M04","Spain","Index, 2015=100","Harmonised index of consumer prices","Beer","98.34",""
"2014M04","France","Index, 2015=100","Harmonised index of consumer prices","Beer","100.83",""
"2014M04","Croatia","Index, 2015=100","Harmonised index of consumer prices","Beer","97.16",""
"2014M04","Italy","Index, 2015=100","Harmonised index of consumer prices","Beer","98.8",""
"2014M04","Cyprus","Index, 2015=100","Harmonised index of consumer prices","Beer","100.06",""
"2014M04","Latvia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.12",""
"2014M04","Lithuania","Index, 2015=100","Harmonised index of consumer prices","Beer","106.13",""
"2014M04","Luxembourg","Index, 2015=100","Harmonised index of consumer prices","Beer","97.37",""
"2014M04","Hungary","Index, 2015=100","Harmonised index of consumer prices","Beer","101.81",""
"2014M04","Malta","Index, 2015=100","Harmonised index of consumer prices","Beer","99.36",""
"2014M04","Netherlands","Index, 2015=100","Harmonised index of consumer prices","Beer","102.42",""
"2014M04","Austria","Index, 2015=100","Harmonised index of consumer prices","Beer","97.34",""
"2014M04","Poland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.8",""
"2014M04","Portugal","Index, 2015=100","Harmonised index of consumer prices","Beer","94.12",""
"2014M04","Romania","Index, 2015=100","Harmonised index of consumer prices","Beer","99.69",""
"2014M04","Slovenia","Index, 2015=100","Harmonised index of consumer prices","Beer","98.70",""
"2014M04","Slovakia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.93",""
"2014M04","Finland","Index, 2015=100","Harmonised index of consumer prices","Beer","102.55",""
"2014M04","Sweden","Index, 2015=100","Harmonised index of consumer prices","Beer","96.23",""
"2014M04","United Kingdom","Index, 2015=100","Harmonised index of consumer prices","Beer","103.8",""
"2014M04","Iceland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.44",""
"2014M04","Norway","Index, 2015=100","Harmonised index of consumer prices","Beer","97.9",""
"2014M04","Switzerland","Index, 2015=100","Harmonised index of consumer prices","Beer","101.70",""
"2014M04","Turkey","Index, 2015=100","Harmonised index of consumer prices","Beer","87.21","d"
"2014M05","Belgium","Index, 2015=100","Harmonised index of consumer prices","Beer","96.03",""
"2014M05","Bulgaria","Index, 2015=100","Harmonised index of consumer prices","Beer","97.81",""
"2014M05","Czechia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.1",""
"2014M05","Denmark","Index, 2015=100","Harmonised index of consumer prices","Beer","104.4",""
"2014M05","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Harmonised index of consumer prices","Beer","98.6",""
"2014M05","Estonia","Index, 2015=100","Harmonised index of consumer prices","Beer","94.66",""
"2014M05","Ireland","Index, 2015=100","Harmonised index of consumer prices","Beer","103.7",""
"2014M05","Greece","Index, 2015=100","Harmonised index of consumer prices","Beer","101.70",""
"2014M05","Spain","Index, 2015=100","Harmonised index of consumer prices","Beer","98.60",""
"2014M05","France","Index, 2015=100","Harmonised index of consumer prices","Beer","100.34",""
"2014M05","Croatia","Index, 2015=100","Harmonised index of consumer prices","Beer","97.32",""
"2014M05","Italy","Index, 2015=100","Harmonised index of consumer prices","Beer","98.7",""
"2014M05","Cyprus","Index, 2015=100","Harmonised index of consumer prices","Beer","99.63",""
"2014M05","Latvia","Index, 2015=100","Harmonised index of consumer prices","Beer","97.37",""
"2014M05","Lithuania","Index, 2015=100","Harmonised index of consumer prices","Beer","106.75",""
"2014M05","Luxembourg","Index, 2015=100","Harmonised index of consumer prices","Beer","96.79",""
"2014M05","Hungary","Index, 2015=100","Harmonised index of consumer prices","Beer","100.80",""
"2014M05","Malta","Index, 2015=100","Harmonised index of consumer prices","Beer","99.77",""
"2014M05","Netherlands","Index, 2015=100","Harmonised index of consumer prices","Beer","102.10",""
"2014M05","Austria","Index, 2015=100","Harmonised index of consumer prices","Beer","97.53",""
"2014M05","Poland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.7",""
"2014M05","Portugal","Index, 2015=100","Harmonised index of consumer prices","Beer","93.73",""
"2014M05","Romania","Index, 2015=100","Harmonised index of consumer prices","Beer","99.90",""
"2014M05","Slovenia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.31",""
"2014M05","Slovakia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.01",""
"2014M05","Finland","Index, 2015=100","Harmonised index of consumer prices","Beer","102.63",""
"2014M05","Sweden","Index, 2015=100","Harmonised index of consumer prices","Beer","96.34",""
"2014M05","United Kingdom","Index, 2015=100","Harmonised index of consumer prices","Beer","106.7",""
"2014M05","Iceland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.49",""
"2014M05","Norway","Index, 2015=100","Harmonised index of consumer prices","Beer","98.2",""
"2014M05","Switzerland","Index, 2015=100","Harmonised index of consumer prices","Beer","103.00",""
"2014M05","Turkey","Index, 2015=100","Harmonised index of consumer prices","Beer","86.70","d"
"2014M06","Belgium","Index, 2015=100","Harmonised index of consumer prices","Beer","96.16",""
"2014M06","Bulgaria","Index, 2015=100","Harmonised index of consumer prices","Beer","96.84",""
"2014M06","Czechia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.1",""
"2014M06","Denmark","Index, 2015=100","Harmonised index of consumer prices","Beer","106.0",""
"2014M06","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Harmonised index of consumer prices","Beer","97.5",""
"2014M06","Estonia","Index, 2015=100","Harmonised index of consumer prices","Beer","94.71",""
"2014M06","Ireland","Index, 2015=100","Harmonised index of consumer prices","Beer","103.6",""
"2014M06","Greece","Index, 2015=100","Harmonised index of consumer prices","Beer","102.28",""
"2014M06","Spain","Index, 2015=100","Harmonised index of consumer prices","Beer","98.49",""
"2014M06","France","Index, 2015=100","Harmonised index of consumer prices","Beer","100.06",""
"2014M06","Croatia","Index, 2015=100","Harmonised index of consumer prices","Beer","97.40",""
"2014M06","Italy","Index, 2015=100","Harmonised index of consumer prices","Beer","98.5",""
"2014M06","Cyprus","Index, 2015=100","Harmonised index of consumer prices","Beer","91.25",""
"2014M06","Latvia","Index, 2015=100","Harmonised index of consumer prices","Beer","98.89",""
"2014M06","Lithuania","Index, 2015=100","Harmonised index of consumer prices","Beer","104.91",""
"2014M06","Luxembourg","Index, 2015=100","Harmonised index of consumer prices","Beer","97.30",""
"2014M06","Hungary","Index, 2015=100","Harmonised index of consumer prices","Beer","99.53",""
"2014M06","Malta","Index, 2015=100","Harmonised index of consumer prices","Beer","100.22",""
"2014M06","Netherlands","Index, 2015=100","Harmonised index of consumer prices","Beer","101.19",""
"2014M06","Austria","Index, 2015=100","Harmonised index of consumer prices","Beer","98.07",""
"2014M06","Poland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.5",""
"2014M06","Portugal","Index, 2015=100","Harmonised index of consumer prices","Beer","95.92",""
"2014M06","Romania","Index, 2015=100","Harmonised index of consumer prices","Beer","99.95",""
"2014M06","Slovenia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.93",""
"2014M06","Slovakia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.78",""
"2014M06","Finland","Index, 2015=100","Harmonised index of consumer prices","Beer","102.36",""
"2014M06","Sweden","Index, 2015=100","Harmonised index of consumer prices","Beer","96.28",""
"2014M06","United Kingdom","Index, 2015=100","Harmonised index of consumer prices","Beer","105.5",""
"2014M06","Iceland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.23",""
"2014M06","Norway","Index, 2015=100","Harmonised index of consumer prices","Beer","98.5",""
"2014M06","Switzerland","Index, 2015=100","Harmonised index of consumer prices","Beer","102.20",""
"2014M06","Turkey","Index, 2015=100","Harmonised index of consumer prices","Beer","87.08","d"
"2014M07","Belgium","Index, 2015=100","Harmonised index of consumer prices","Beer","96.17",""
"2014M07","Bulgaria","Index, 2015=100","Harmonised index of consumer prices","Beer","97.37",""
"2014M07","Czechia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.5",""
"2014M07","Denmark","Index, 2015=100","Harmonised index of consumer prices","Beer","103.6",""
"2014M07","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Harmonised index of consumer prices","Beer","98.4",""
"2014M07","Estonia","Index, 2015=100","Harmonised index of consumer prices","Beer","92.32",""
"2014M07","Ireland","Index, 2015=100","Harmonised index of consumer prices","Beer","101.6",""
"2014M07","Greece","Index, 2015=100","Harmonised index of consumer prices","Beer","101.91",""
"2014M07","Spain","Index, 2015=100","Harmonised index of consumer prices","Beer","98.58",""
"2014M07","France","Index, 2015=100","Harmonised index of consumer prices","Beer","100.17",""
"2014M07","Croatia","Index, 2015=100","Harmonised index of consumer prices","Beer","98.06",""
"2014M07","Italy","Index, 2015=100","Harmonised index of consumer prices","Beer","98.8",""
"2014M07","Cyprus","Index, 2015=100","Harmonised index of consumer prices","Beer","97.87",""
"2014M07","Latvia","Index, 2015=100","Harmonised index of consumer prices","Beer","94.44",""
"2014M07","Lithuania","Index, 2015=100","Harmonised index of consumer prices","Beer","106.07",""
"2014M07","Luxembourg","Index, 2015=100","Harmonised index of consumer prices","Beer","98.03",""
"2014M07","Hungary","Index, 2015=100","Harmonised index of consumer prices","Beer","99.38",""
"2014M07","Malta","Index, 2015=100","Harmonised index of consumer prices","Beer","99.36",""
"2014M07","Netherlands","Index, 2015=100","Harmonised index of consumer prices","Beer","101.59",""
"2014M07","Austria","Index, 2015=100","Harmonised index of consumer prices","Beer","97.68",""
"2014M07","Poland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.5",""
"2014M07","Portugal","Index, 2015=100","Harmonised index of consumer prices","Beer","94.85",""
"2014M07","Romania","Index, 2015=100","Harmonised index of consumer prices","Beer","99.96",""
"2014M07","Slovenia","Index, 2015=100","Harmonised index of consumer prices","Beer","98.95",""
"2014M07","Slovakia","Index, 2015=100","Harmonised index of consumer prices","Beer","102.41",""
"2014M07","Finland","Index, 2015=100","Harmonised index of consumer prices","Beer","101.06",""
"2014M07","Sweden","Index, 2015=100","Harmonised index of consumer prices","Beer","96.26",""
"2014M07","United Kingdom","Index, 2015=100","Harmonised index of consumer prices","Beer","102.0",""
"2014M07","Iceland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.23",""
"2014M07","Norway","Index, 2015=100","Harmonised index of consumer prices","Beer","102.4",""
"2014M07","Switzerland","Index, 2015=100","Harmonised index of consumer prices","Beer","101.40",""
"2014M07","Turkey","Index, 2015=100","Harmonised index of consumer prices","Beer","88.74","d"
"2014M08","Belgium","Index, 2015=100","Harmonised index of consumer prices","Beer","96.25",""
"2014M08","Bulgaria","Index, 2015=100","Harmonised index of consumer prices","Beer","97.80",""
"2014M08","Czechia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.9",""
"2014M08","Denmark","Index, 2015=100","Harmonised index of consumer prices","Beer","100.6",""
"2014M08","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Harmonised index of consumer prices","Beer","98.4",""
"2014M08","Estonia","Index, 2015=100","Harmonised index of consumer prices","Beer","93.86",""
"2014M08","Ireland","Index, 2015=100","Harmonised index of consumer prices","Beer","103.4",""
"2014M08","Greece","Index, 2015=100","Harmonised index of consumer prices","Beer","102.59",""
"2014M08","Spain","Index, 2015=100","Harmonised index of consumer prices","Beer","98.78",""
"2014M08","France","Index, 2015=100","Harmonised index of consumer prices","Beer","100.03",""
"2014M08","Croatia","Index, 2015=100","Harmonised index of consumer prices","Beer","97.70",""
"2014M08","Italy","Index, 2015=100","Harmonised index of consumer prices","Beer","98.9",""
"2014M08","Cyprus","Index, 2015=100","Harmonised index of consumer prices","Beer","97.03",""
"2014M08","Latvia","Index, 2015=100","Harmonised index of consumer prices","Beer","96.25",""
"2014M08","Lithuania","Index, 2015=100","Harmonised index of consumer prices","Beer","106.60",""
"2014M08","Luxembourg","Index, 2015=100","Harmonised index of consumer prices","Beer","97.97",""
"2014M08","Hungary","Index, 2015=100","Harmonised index of consumer prices","Beer","98.67",""
"2014M08","Malta","Index, 2015=100","Harmonised index of consumer prices","Beer","99.63",""
"2014M08","Netherlands","Index, 2015=100","Harmonised index of consumer prices","Beer","101.62",""
"2014M08","Austria","Index, 2015=100","Harmonised index of consumer prices","Beer","96.70",""
"2014M08","Poland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.4",""
"2014M08","Portugal","Index, 2015=100","Harmonised index of consumer prices","Beer","95.53",""
"2014M08","Romania","Index, 2015=100","Harmonised index of consumer prices","Beer","100.00",""
"2014M08","Slovenia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.06",""
"2014M08","Slovakia","Index, 2015=100","Harmonised index of consumer prices","Beer","101.09",""
"2014M08","Finland","Index, 2015=100","Harmonised index of consumer prices","Beer","101.09",""
"2014M08","Sweden","Index, 2015=100","Harmonised index of consumer prices","Beer","96.34",""
"2014M08","United Kingdom","Index, 2015=100","Harmonised index of consumer prices","Beer","103.7",""
"2014M08","Iceland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.54",""
"2014M08","Norway","Index, 2015=100","Harmonised index of consumer prices","Beer","100.7",""
"2014M08","Switzerland","Index, 2015=100","Harmonised index of consumer prices","Beer","102.60",""
"2014M08","Turkey","Index, 2015=100","Harmonised index of consumer prices","Beer","90.97","d"
"2014M09","Belgium","Index, 2015=100","Harmonised index of consumer prices","Beer","96.16",""
